# Field minima and maxima
# Time          	field           	min             	location(min)   	max             	location(max)   
40.1            	U               	(-1.18957466e-01 -4.84413810e-01 -9.34039730e-04)	(8.87500000e-01 7.37500000e-01 5.00000000e-02)	(7.50165173e-02 1.83863712e-01 8.24420410e-03)	(6.25000000e-02 9.62500000e-01 5.00000000e-02)
40.11           	p               	-7.94022530e-01	(1.25000000e-02 9.87500000e-01 2.50000000e-01)	1.38459622e+00	(9.87500000e-01 9.87500000e-01 7.50000000e-01)
40.11           	U               	(-1.18957466e-01 -4.84413810e-01 -9.34039730e-04)	(8.87500000e-01 7.37500000e-01 5.00000000e-02)	(7.50165172e-02 1.83863712e-01 8.24420410e-03)	(6.25000000e-02 9.62500000e-01 5.00000000e-02)
40.12           	p               	-7.94022528e-01	(1.25000000e-02 9.87500000e-01 2.50000000e-01)	1.38459622e+00	(9.87500000e-01 9.87500000e-01 7.50000000e-01)
40.12           	U               	(-1.18957465e-01 -4.84413810e-01 -9.34039686e-04)	(8.87500000e-01 7.37500000e-01 5.00000000e-02)	(7.50165169e-02 1.83863712e-01 8.24420392e-03)	(6.25000000e-02 9.62500000e-01 5.00000000e-02)
40.13           	p               	-7.94022525e-01	(1.25000000e-02 9.87500000e-01 2.50000000e-01)	1.38459622e+00	(9.87500000e-01 9.87500000e-01 7.50000000e-01)
40.13           	U               	(-1.18957465e-01 -4.84413810e-01 -9.34039671e-04)	(8.87500000e-01 7.37500000e-01 5.00000000e-02)	(7.50165167e-02 1.83863712e-01 8.24420380e-03)	(6.25000000e-02 9.62500000e-01 5.00000000e-02)
40.14           	p               	-7.94022525e-01	(1.25000000e-02 9.87500000e-01 2.50000000e-01)	1.38459622e+00	(9.87500000e-01 9.87500000e-01 7.50000000e-01)
40.14           	U               	(-1.18957465e-01 -4.84413810e-01 -9.34039671e-04)	(8.87500000e-01 7.37500000e-01 5.00000000e-02)	(7.50165165e-02 1.83863712e-01 8.24420380e-03)	(6.25000000e-02 9.62500000e-01 5.00000000e-02)
40.15           	p               	-7.94022525e-01	(1.25000000e-02 9.87500000e-01 2.50000000e-01)	1.38459622e+00	(9.87500000e-01 9.87500000e-01 7.50000000e-01)
40.15           	U               	(-1.18957465e-01 -4.84413810e-01 -9.34039671e-04)	(8.87500000e-01 7.37500000e-01 5.00000000e-02)	(7.50165164e-02 1.83863711e-01 8.24420380e-03)	(6.25000000e-02 9.62500000e-01 5.00000000e-02)
40.16           	p               	-7.94022525e-01	(1.25000000e-02 9.87500000e-01 2.50000000e-01)	1.38459622e+00	(9.87500000e-01 9.87500000e-01 7.50000000e-01)
40.16           	U               	(-1.18957465e-01 -4.84413810e-01 -9.34039671e-04)	(8.87500000e-01 7.37500000e-01 5.00000000e-02)	(7.50165163e-02 1.83863711e-01 8.24420380e-03)	(6.25000000e-02 9.62500000e-01 5.00000000e-02)
40.17           	p               	-7.94022525e-01	(1.25000000e-02 9.87500000e-01 2.50000000e-01)	1.38459622e+00	(9.87500000e-01 9.87500000e-01 7.50000000e-01)
40.17           	U               	(-1.18957465e-01 -4.84413810e-01 -9.34039671e-04)	(8.87500000e-01 7.37500000e-01 5.00000000e-02)	(7.50165163e-02 1.83863711e-01 8.24420380e-03)	(6.25000000e-02 9.62500000e-01 5.00000000e-02)
40.18           	p               	-7.94022526e-01	(1.25000000e-02 9.87500000e-01 2.50000000e-01)	1.38459622e+00	(9.87500000e-01 9.87500000e-01 7.50000000e-01)
40.18           	U               	(-1.18957465e-01 -4.84413810e-01 -9.34039628e-04)	(8.87500000e-01 7.37500000e-01 5.00000000e-02)	(7.50165167e-02 1.83863711e-01 8.24420400e-03)	(6.25000000e-02 9.62500000e-01 5.00000000e-02)
40.19           	p               	-7.94022529e-01	(1.25000000e-02 9.87500000e-01 2.50000000e-01)	1.38459622e+00	(9.87500000e-01 9.87500000e-01 7.50000000e-01)
40.19           	U               	(-1.18957465e-01 -4.84413810e-01 -9.34039523e-04)	(8.87500000e-01 7.37500000e-01 5.00000000e-02)	(7.50165171e-02 1.83863711e-01 8.24420414e-03)	(6.25000000e-02 9.62500000e-01 5.00000000e-02)
40.2            	p               	-7.94022529e-01	(1.25000000e-02 9.87500000e-01 2.50000000e-01)	1.38459622e+00	(9.87500000e-01 9.87500000e-01 7.50000000e-01)
40.2            	U               	(-1.18957466e-01 -4.84413810e-01 -9.34039523e-04)	(8.87500000e-01 7.37500000e-01 5.00000000e-02)	(7.50165175e-02 1.83863711e-01 8.24420414e-03)	(6.25000000e-02 9.62500000e-01 5.00000000e-02)
40.21           	p               	-7.94022529e-01	(1.25000000e-02 9.87500000e-01 2.50000000e-01)	1.38459622e+00	(9.87500000e-01 9.87500000e-01 7.50000000e-01)
40.21           	U               	(-1.18957466e-01 -4.84413809e-01 -9.34039523e-04)	(8.87500000e-01 7.37500000e-01 5.00000000e-02)	(7.50165178e-02 1.83863712e-01 8.24420414e-03)	(6.25000000e-02 9.62500000e-01 5.00000000e-02)
40.22           	p               	-7.94022529e-01	(1.25000000e-02 9.87500000e-01 2.50000000e-01)	1.38459622e+00	(9.87500000e-01 9.87500000e-01 7.50000000e-01)
40.22           	U               	(-1.18957466e-01 -4.84413809e-01 -9.34039523e-04)	(8.87500000e-01 7.37500000e-01 5.00000000e-02)	(7.50165180e-02 1.83863712e-01 8.24420414e-03)	(6.25000000e-02 9.62500000e-01 5.00000000e-02)
40.23           	p               	-7.94022534e-01	(1.25000000e-02 9.87500000e-01 2.50000000e-01)	1.38459621e+00	(9.87500000e-01 9.87500000e-01 7.50000000e-01)
40.23           	U               	(-1.18957466e-01 -4.84413809e-01 -9.34039392e-04)	(8.87500000e-01 7.37500000e-01 5.00000000e-02)	(7.50165177e-02 1.83863712e-01 8.24420422e-03)	(6.25000000e-02 9.62500000e-01 5.00000000e-02)
40.24           	p               	-7.94022534e-01	(1.25000000e-02 9.87500000e-01 2.50000000e-01)	1.38459621e+00	(9.87500000e-01 9.87500000e-01 7.50000000e-01)
40.24           	U               	(-1.18957466e-01 -4.84413809e-01 -9.34039392e-04)	(8.87500000e-01 7.37500000e-01 5.00000000e-02)	(7.50165172e-02 1.83863712e-01 8.24420422e-03)	(6.25000000e-02 9.62500000e-01 5.00000000e-02)
40.25           	p               	-7.94022534e-01	(1.25000000e-02 9.87500000e-01 2.50000000e-01)	1.38459621e+00	(9.87500000e-01 9.87500000e-01 7.50000000e-01)
40.25           	U               	(-1.18957466e-01 -4.84413810e-01 -9.34039456e-04)	(8.87500000e-01 7.37500000e-01 5.00000000e-02)	(7.50165170e-02 1.83863712e-01 8.24420422e-03)	(6.25000000e-02 9.62500000e-01 5.00000000e-02)
40.26           	p               	-7.94022534e-01	(1.25000000e-02 9.87500000e-01 2.50000000e-01)	1.38459621e+00	(9.87500000e-01 9.87500000e-01 7.50000000e-01)
40.26           	U               	(-1.18957465e-01 -4.84413810e-01 -9.34039456e-04)	(8.87500000e-01 7.37500000e-01 5.00000000e-02)	(7.50165168e-02 1.83863711e-01 8.24420422e-03)	(6.25000000e-02 9.62500000e-01 5.00000000e-02)
40.27           	p               	-7.94022534e-01	(1.25000000e-02 9.87500000e-01 2.50000000e-01)	1.38459621e+00	(9.87500000e-01 9.87500000e-01 7.50000000e-01)
40.27           	U               	(-1.18957465e-01 -4.84413810e-01 -9.34039421e-04)	(8.87500000e-01 7.37500000e-01 5.00000000e-02)	(7.50165168e-02 1.83863711e-01 8.24420428e-03)	(6.25000000e-02 9.62500000e-01 5.00000000e-02)
40.28           	p               	-7.94022535e-01	(1.25000000e-02 9.87500000e-01 2.50000000e-01)	1.38459621e+00	(9.87500000e-01 9.87500000e-01 7.50000000e-01)
40.28           	U               	(-1.18957465e-01 -4.84413810e-01 -9.34039331e-04)	(8.87500000e-01 7.37500000e-01 5.00000000e-02)	(7.50165169e-02 1.83863711e-01 8.24420431e-03)	(6.25000000e-02 9.62500000e-01 5.00000000e-02)
40.29           	p               	-7.94022535e-01	(1.25000000e-02 9.87500000e-01 2.50000000e-01)	1.38459621e+00	(9.87500000e-01 9.87500000e-01 7.50000000e-01)
40.29           	U               	(-1.18957465e-01 -4.84413810e-01 -9.34039331e-04)	(8.87500000e-01 7.37500000e-01 5.00000000e-02)	(7.50165170e-02 1.83863711e-01 8.24420431e-03)	(6.25000000e-02 9.62500000e-01 5.00000000e-02)
40.3            	p               	-7.94022535e-01	(1.25000000e-02 9.87500000e-01 2.50000000e-01)	1.38459621e+00	(9.87500000e-01 9.87500000e-01 7.50000000e-01)
40.3            	U               	(-1.18957465e-01 -4.84413810e-01 -9.34039331e-04)	(8.87500000e-01 7.37500000e-01 5.00000000e-02)	(7.50165171e-02 1.83863711e-01 8.24420431e-03)	(6.25000000e-02 9.62500000e-01 5.00000000e-02)
40.31           	p               	-7.94022535e-01	(1.25000000e-02 9.87500000e-01 2.50000000e-01)	1.38459621e+00	(9.87500000e-01 9.87500000e-01 7.50000000e-01)
40.31           	U               	(-1.18957465e-01 -4.84413810e-01 -9.34039331e-04)	(8.87500000e-01 7.37500000e-01 5.00000000e-02)	(7.50165172e-02 1.83863711e-01 8.24420431e-03)	(6.25000000e-02 9.62500000e-01 5.00000000e-02)
40.32           	p               	-7.94022535e-01	(1.25000000e-02 9.87500000e-01 2.50000000e-01)	1.38459621e+00	(9.87500000e-01 9.87500000e-01 7.50000000e-01)
40.32           	U               	(-1.18957465e-01 -4.84413810e-01 -9.34039331e-04)	(8.87500000e-01 7.37500000e-01 5.00000000e-02)	(7.50165173e-02 1.83863712e-01 8.24420431e-03)	(6.25000000e-02 9.62500000e-01 5.00000000e-02)
40.33           	p               	-7.94022535e-01	(1.25000000e-02 9.87500000e-01 2.50000000e-01)	1.38459621e+00	(9.87500000e-01 9.87500000e-01 7.50000000e-01)
40.33           	U               	(-1.18957465e-01 -4.84413809e-01 -9.34039331e-04)	(8.87500000e-01 7.37500000e-01 5.00000000e-02)	(7.50165173e-02 1.83863712e-01 8.24420431e-03)	(6.25000000e-02 9.62500000e-01 5.00000000e-02)
40.34           	p               	-7.94022537e-01	(1.25000000e-02 9.87500000e-01 2.50000000e-01)	1.38459620e+00	(9.87500000e-01 9.87500000e-01 7.50000000e-01)
40.34           	U               	(-1.18957465e-01 -4.84413810e-01 -9.34039193e-04)	(8.87500000e-01 7.37500000e-01 5.00000000e-02)	(7.50165172e-02 1.83863711e-01 8.24420445e-03)	(6.25000000e-02 9.62500000e-01 5.00000000e-02)
40.35           	p               	-7.94022537e-01	(1.25000000e-02 9.87500000e-01 2.50000000e-01)	1.38459620e+00	(9.87500000e-01 9.87500000e-01 7.50000000e-01)
40.35           	U               	(-1.18957465e-01 -4.84413810e-01 -9.34039193e-04)	(8.87500000e-01 7.37500000e-01 5.00000000e-02)	(7.50165171e-02 1.83863711e-01 8.24420445e-03)	(6.25000000e-02 9.62500000e-01 5.00000000e-02)
40.36           	p               	-7.94022539e-01	(1.25000000e-02 9.87500000e-01 2.50000000e-01)	1.38459620e+00	(9.87500000e-01 9.87500000e-01 7.50000000e-01)
40.36           	U               	(-1.18957465e-01 -4.84413810e-01 -9.34039175e-04)	(8.87500000e-01 7.37500000e-01 5.00000000e-02)	(7.50165170e-02 1.83863711e-01 8.24420447e-03)	(6.25000000e-02 9.62500000e-01 5.00000000e-02)
40.37           	p               	-7.94022540e-01	(1.25000000e-02 9.87500000e-01 2.50000000e-01)	1.38459620e+00	(9.87500000e-01 9.87500000e-01 7.50000000e-01)
40.37           	U               	(-1.18957465e-01 -4.84413810e-01 -9.34039095e-04)	(8.87500000e-01 7.37500000e-01 5.00000000e-02)	(7.50165169e-02 1.83863711e-01 8.24420453e-03)	(6.25000000e-02 9.62500000e-01 5.00000000e-02)
40.38           	p               	-7.94022540e-01	(1.25000000e-02 9.87500000e-01 2.50000000e-01)	1.38459620e+00	(9.87500000e-01 9.87500000e-01 7.50000000e-01)
40.38           	U               	(-1.18957465e-01 -4.84413810e-01 -9.34039095e-04)	(8.87500000e-01 7.37500000e-01 5.00000000e-02)	(7.50165168e-02 1.83863711e-01 8.24420453e-03)	(6.25000000e-02 9.62500000e-01 5.00000000e-02)
40.39           	p               	-7.94022540e-01	(1.25000000e-02 9.87500000e-01 2.50000000e-01)	1.38459620e+00	(9.87500000e-01 9.87500000e-01 7.50000000e-01)
40.39           	U               	(-1.18957465e-01 -4.84413810e-01 -9.34039095e-04)	(8.87500000e-01 7.37500000e-01 5.00000000e-02)	(7.50165168e-02 1.83863711e-01 8.24420453e-03)	(6.25000000e-02 9.62500000e-01 5.00000000e-02)
40.4            	p               	-7.94022540e-01	(1.25000000e-02 9.87500000e-01 2.50000000e-01)	1.38459620e+00	(9.87500000e-01 9.87500000e-01 7.50000000e-01)
40.4            	U               	(-1.18957465e-01 -4.84413810e-01 -9.34039095e-04)	(8.87500000e-01 7.37500000e-01 5.00000000e-02)	(7.50165167e-02 1.83863712e-01 8.24420453e-03)	(6.25000000e-02 9.62500000e-01 5.00000000e-02)
40.41           	p               	-7.94022540e-01	(1.25000000e-02 9.87500000e-01 2.50000000e-01)	1.38459620e+00	(9.87500000e-01 9.87500000e-01 7.50000000e-01)
40.41           	U               	(-1.18957466e-01 -4.84413810e-01 -9.34039095e-04)	(8.87500000e-01 7.37500000e-01 5.00000000e-02)	(7.50165166e-02 1.83863712e-01 8.24420453e-03)	(6.25000000e-02 9.62500000e-01 5.00000000e-02)
40.42           	p               	-7.94022540e-01	(1.25000000e-02 9.87500000e-01 2.50000000e-01)	1.38459620e+00	(9.87500000e-01 9.87500000e-01 7.50000000e-01)
40.42           	U               	(-1.18957466e-01 -4.84413809e-01 -9.34039095e-04)	(8.87500000e-01 7.37500000e-01 5.00000000e-02)	(7.50165166e-02 1.83863712e-01 8.24420453e-03)	(6.25000000e-02 9.62500000e-01 5.00000000e-02)
40.43           	p               	-7.94022540e-01	(1.25000000e-02 9.87500000e-01 2.50000000e-01)	1.38459620e+00	(9.87500000e-01 9.87500000e-01 7.50000000e-01)
40.43           	U               	(-1.18957466e-01 -4.84413809e-01 -9.34039095e-04)	(8.87500000e-01 7.37500000e-01 5.00000000e-02)	(7.50165165e-02 1.83863712e-01 8.24420453e-03)	(6.25000000e-02 9.62500000e-01 5.00000000e-02)
40.44           	p               	-7.94022540e-01	(1.25000000e-02 9.87500000e-01 2.50000000e-01)	1.38459620e+00	(9.87500000e-01 9.87500000e-01 7.50000000e-01)
40.44           	U               	(-1.18957466e-01 -4.84413809e-01 -9.34039095e-04)	(8.87500000e-01 7.37500000e-01 5.00000000e-02)	(7.50165165e-02 1.83863712e-01 8.24420453e-03)	(6.25000000e-02 9.62500000e-01 5.00000000e-02)
40.45           	p               	-7.94022539e-01	(1.25000000e-02 9.87500000e-01 2.50000000e-01)	1.38459621e+00	(9.87500000e-01 9.87500000e-01 7.50000000e-01)
40.45           	U               	(-1.18957466e-01 -4.84413809e-01 -9.34038919e-04)	(8.87500000e-01 7.37500000e-01 5.00000000e-02)	(7.50165167e-02 1.83863712e-01 8.24420450e-03)	(6.25000000e-02 9.62500000e-01 5.00000000e-02)
40.46           	p               	-7.94022539e-01	(1.25000000e-02 9.87500000e-01 2.50000000e-01)	1.38459621e+00	(9.87500000e-01 9.87500000e-01 7.50000000e-01)
40.46           	U               	(-1.18957465e-01 -4.84413810e-01 -9.34038919e-04)	(8.87500000e-01 7.37500000e-01 5.00000000e-02)	(7.50165169e-02 1.83863712e-01 8.24420450e-03)	(6.25000000e-02 9.62500000e-01 5.00000000e-02)
40.47           	p               	-7.94022540e-01	(1.25000000e-02 9.87500000e-01 2.50000000e-01)	1.38459620e+00	(9.87500000e-01 9.87500000e-01 7.50000000e-01)
40.47           	U               	(-1.18957466e-01 -4.84413810e-01 -9.34039019e-04)	(8.87500000e-01 7.37500000e-01 5.00000000e-02)	(7.50165170e-02 1.83863712e-01 8.24420459e-03)	(6.25000000e-02 9.62500000e-01 5.00000000e-02)
40.48           	p               	-7.94022542e-01	(1.25000000e-02 9.87500000e-01 2.50000000e-01)	1.38459620e+00	(9.87500000e-01 9.87500000e-01 7.50000000e-01)
40.48           	U               	(-1.18957465e-01 -4.84413810e-01 -9.34039031e-04)	(8.87500000e-01 7.37500000e-01 5.00000000e-02)	(7.50165172e-02 1.83863711e-01 8.24420466e-03)	(6.25000000e-02 9.62500000e-01 5.00000000e-02)
40.49           	p               	-7.94022542e-01	(1.25000000e-02 9.87500000e-01 2.50000000e-01)	1.38459620e+00	(9.87500000e-01 9.87500000e-01 7.50000000e-01)
40.49           	U               	(-1.18957465e-01 -4.84413810e-01 -9.34039031e-04)	(8.87500000e-01 7.37500000e-01 5.00000000e-02)	(7.50165174e-02 1.83863711e-01 8.24420466e-03)	(6.25000000e-02 9.62500000e-01 5.00000000e-02)
40.5            	p               	-7.94022542e-01	(1.25000000e-02 9.87500000e-01 2.50000000e-01)	1.38459620e+00	(9.87500000e-01 9.87500000e-01 7.50000000e-01)
40.5            	U               	(-1.18957465e-01 -4.84413810e-01 -9.34039031e-04)	(8.87500000e-01 7.37500000e-01 5.00000000e-02)	(7.50165175e-02 1.83863711e-01 8.24420466e-03)	(6.25000000e-02 9.62500000e-01 5.00000000e-02)
40.51           	p               	-7.94022542e-01	(1.25000000e-02 9.87500000e-01 2.50000000e-01)	1.38459620e+00	(9.87500000e-01 9.87500000e-01 7.50000000e-01)
40.51           	U               	(-1.18957465e-01 -4.84413810e-01 -9.34039031e-04)	(8.87500000e-01 7.37500000e-01 5.00000000e-02)	(7.50165177e-02 1.83863711e-01 8.24420466e-03)	(6.25000000e-02 9.62500000e-01 5.00000000e-02)
40.52           	p               	-7.94022542e-01	(1.25000000e-02 9.87500000e-01 2.50000000e-01)	1.38459620e+00	(9.87500000e-01 9.87500000e-01 7.50000000e-01)
40.52           	U               	(-1.18957465e-01 -4.84413810e-01 -9.34039031e-04)	(8.87500000e-01 7.37500000e-01 5.00000000e-02)	(7.50165178e-02 1.83863711e-01 8.24420466e-03)	(6.25000000e-02 9.62500000e-01 5.00000000e-02)
40.53           	p               	-7.94022547e-01	(1.25000000e-02 9.87500000e-01 2.50000000e-01)	1.38459619e+00	(9.87500000e-01 9.87500000e-01 7.50000000e-01)
40.53           	U               	(-1.18957465e-01 -4.84413810e-01 -9.34038802e-04)	(8.87500000e-01 7.37500000e-01 5.00000000e-02)	(7.50165176e-02 1.83863711e-01 8.24420487e-03)	(6.25000000e-02 9.62500000e-01 5.00000000e-02)
40.54           	p               	-7.94022547e-01	(1.25000000e-02 9.87500000e-01 2.50000000e-01)	1.38459619e+00	(9.87500000e-01 9.87500000e-01 7.50000000e-01)
40.54           	U               	(-1.18957465e-01 -4.84413810e-01 -9.34038802e-04)	(8.87500000e-01 7.37500000e-01 5.00000000e-02)	(7.50165173e-02 1.83863711e-01 8.24420487e-03)	(6.25000000e-02 9.62500000e-01 5.00000000e-02)
40.55           	p               	-7.94022549e-01	(1.25000000e-02 9.87500000e-01 2.50000000e-01)	1.38459619e+00	(9.87500000e-01 9.87500000e-01 7.50000000e-01)
40.55           	U               	(-1.18957465e-01 -4.84413810e-01 -9.34038815e-04)	(8.87500000e-01 7.37500000e-01 5.00000000e-02)	(7.50165171e-02 1.83863711e-01 8.24420492e-03)	(6.25000000e-02 9.62500000e-01 5.00000000e-02)
40.56           	p               	-7.94022550e-01	(1.25000000e-02 9.87500000e-01 2.50000000e-01)	1.38459619e+00	(9.87500000e-01 9.87500000e-01 7.50000000e-01)
40.56           	U               	(-1.18957465e-01 -4.84413810e-01 -9.34038714e-04)	(8.87500000e-01 7.37500000e-01 5.00000000e-02)	(7.50165169e-02 1.83863711e-01 8.24420499e-03)	(6.25000000e-02 9.62500000e-01 5.00000000e-02)
40.57           	p               	-7.94022550e-01	(1.25000000e-02 9.87500000e-01 2.50000000e-01)	1.38459619e+00	(9.87500000e-01 9.87500000e-01 7.50000000e-01)
40.57           	U               	(-1.18957465e-01 -4.84413810e-01 -9.34038714e-04)	(8.87500000e-01 7.37500000e-01 5.00000000e-02)	(7.50165166e-02 1.83863711e-01 8.24420499e-03)	(6.25000000e-02 9.62500000e-01 5.00000000e-02)
40.58           	p               	-7.94022550e-01	(1.25000000e-02 9.87500000e-01 2.50000000e-01)	1.38459619e+00	(9.87500000e-01 9.87500000e-01 7.50000000e-01)
40.58           	U               	(-1.18957465e-01 -4.84413810e-01 -9.34038714e-04)	(8.87500000e-01 7.37500000e-01 5.00000000e-02)	(7.50165164e-02 1.83863712e-01 8.24420499e-03)	(6.25000000e-02 9.62500000e-01 5.00000000e-02)
40.59           	p               	-7.94022550e-01	(1.25000000e-02 9.87500000e-01 2.50000000e-01)	1.38459619e+00	(9.87500000e-01 9.87500000e-01 7.50000000e-01)
40.59           	U               	(-1.18957465e-01 -4.84413810e-01 -9.34038714e-04)	(8.87500000e-01 7.37500000e-01 5.00000000e-02)	(7.50165162e-02 1.83863712e-01 8.24420499e-03)	(6.25000000e-02 9.62500000e-01 5.00000000e-02)
40.6            	p               	-7.94022550e-01	(1.25000000e-02 9.87500000e-01 2.50000000e-01)	1.38459619e+00	(9.87500000e-01 9.87500000e-01 7.50000000e-01)
40.6            	U               	(-1.18957465e-01 -4.84413809e-01 -9.34038714e-04)	(8.87500000e-01 7.37500000e-01 5.00000000e-02)	(7.50165161e-02 1.83863712e-01 8.24420499e-03)	(6.25000000e-02 9.62500000e-01 5.00000000e-02)
40.61           	p               	-7.94022548e-01	(1.25000000e-02 9.87500000e-01 2.50000000e-01)	1.38459620e+00	(9.87500000e-01 9.87500000e-01 7.50000000e-01)
40.61           	U               	(-1.18957465e-01 -4.84413810e-01 -9.34038514e-04)	(8.87500000e-01 7.37500000e-01 5.00000000e-02)	(7.50165162e-02 1.83863712e-01 8.24420487e-03)	(6.25000000e-02 9.62500000e-01 5.00000000e-02)
40.62           	p               	-7.94022546e-01	(1.25000000e-02 9.87500000e-01 2.50000000e-01)	1.38459620e+00	(9.87500000e-01 9.87500000e-01 7.50000000e-01)
40.62           	U               	(-1.18957465e-01 -4.84413810e-01 -9.34038528e-04)	(8.87500000e-01 7.37500000e-01 5.00000000e-02)	(7.50165164e-02 1.83863712e-01 8.24420485e-03)	(6.25000000e-02 9.62500000e-01 5.00000000e-02)
40.63           	p               	-7.94022546e-01	(1.25000000e-02 9.87500000e-01 2.50000000e-01)	1.38459620e+00	(9.87500000e-01 9.87500000e-01 7.50000000e-01)
40.63           	U               	(-1.18957466e-01 -4.84413810e-01 -9.34038528e-04)	(8.87500000e-01 7.37500000e-01 5.00000000e-02)	(7.50165168e-02 1.83863712e-01 8.24420485e-03)	(6.25000000e-02 9.62500000e-01 5.00000000e-02)
40.64           	p               	-7.94022546e-01	(1.25000000e-02 9.87500000e-01 2.50000000e-01)	1.38459620e+00	(9.87500000e-01 9.87500000e-01 7.50000000e-01)
40.64           	U               	(-1.18957466e-01 -4.84413810e-01 -9.34038528e-04)	(8.87500000e-01 7.37500000e-01 5.00000000e-02)	(7.50165171e-02 1.83863712e-01 8.24420485e-03)	(6.25000000e-02 9.62500000e-01 5.00000000e-02)
40.65           	p               	-7.94022546e-01	(1.25000000e-02 9.87500000e-01 2.50000000e-01)	1.38459620e+00	(9.87500000e-01 9.87500000e-01 7.50000000e-01)
40.65           	U               	(-1.18957466e-01 -4.84413811e-01 -9.34038528e-04)	(8.87500000e-01 7.37500000e-01 5.00000000e-02)	(7.50165174e-02 1.83863712e-01 8.24420485e-03)	(6.25000000e-02 9.62500000e-01 5.00000000e-02)
40.66           	p               	-7.94022549e-01	(1.25000000e-02 9.87500000e-01 2.50000000e-01)	1.38459619e+00	(9.87500000e-01 9.87500000e-01 7.50000000e-01)
40.66           	U               	(-1.18957466e-01 -4.84413810e-01 -9.34038583e-04)	(8.87500000e-01 7.37500000e-01 5.00000000e-02)	(7.50165178e-02 1.83863711e-01 8.24420505e-03)	(6.25000000e-02 9.62500000e-01 5.00000000e-02)
40.67           	p               	-7.94022554e-01	(1.25000000e-02 9.87500000e-01 2.50000000e-01)	1.38459618e+00	(9.87500000e-01 9.87500000e-01 7.50000000e-01)
40.67           	U               	(-1.18957466e-01 -4.84413810e-01 -9.34038561e-04)	(8.87500000e-01 7.37500000e-01 5.00000000e-02)	(7.50165178e-02 1.83863711e-01 8.24420525e-03)	(6.25000000e-02 9.62500000e-01 5.00000000e-02)
40.68           	p               	-7.94022554e-01	(1.25000000e-02 9.87500000e-01 2.50000000e-01)	1.38459618e+00	(9.87500000e-01 9.87500000e-01 7.50000000e-01)
40.68           	U               	(-1.18957466e-01 -4.84413810e-01 -9.34038561e-04)	(8.87500000e-01 7.37500000e-01 5.00000000e-02)	(7.50165177e-02 1.83863712e-01 8.24420525e-03)	(6.25000000e-02 9.62500000e-01 5.00000000e-02)
40.69           	p               	-7.94022554e-01	(1.25000000e-02 9.87500000e-01 2.50000000e-01)	1.38459618e+00	(9.87500000e-01 9.87500000e-01 7.50000000e-01)
40.69           	U               	(-1.18957465e-01 -4.84413810e-01 -9.34038561e-04)	(8.87500000e-01 7.37500000e-01 5.00000000e-02)	(7.50165175e-02 1.83863712e-01 8.24420525e-03)	(6.25000000e-02 9.62500000e-01 5.00000000e-02)
40.7            	p               	-7.94022554e-01	(1.25000000e-02 9.87500000e-01 2.50000000e-01)	1.38459618e+00	(9.87500000e-01 9.87500000e-01 7.50000000e-01)
40.7            	U               	(-1.18957464e-01 -4.84413809e-01 -9.34038561e-04)	(8.87500000e-01 7.37500000e-01 5.00000000e-02)	(7.50165173e-02 1.83863712e-01 8.24420525e-03)	(6.25000000e-02 9.62500000e-01 5.00000000e-02)
40.71           	p               	-7.94022559e-01	(1.25000000e-02 9.87500000e-01 2.50000000e-01)	1.38459619e+00	(9.87500000e-01 9.87500000e-01 7.50000000e-01)
40.71           	U               	(-1.18957464e-01 -4.84413810e-01 -9.34038520e-04)	(8.87500000e-01 7.37500000e-01 5.00000000e-02)	(7.50165170e-02 1.83863712e-01 8.24420528e-03)	(6.25000000e-02 9.62500000e-01 5.00000000e-02)
40.72           	p               	-7.94022558e-01	(1.25000000e-02 9.87500000e-01 2.50000000e-01)	1.38459619e+00	(9.87500000e-01 9.87500000e-01 7.50000000e-01)
40.72           	U               	(-1.18957464e-01 -4.84413810e-01 -9.34038371e-04)	(8.87500000e-01 7.37500000e-01 5.00000000e-02)	(7.50165167e-02 1.83863712e-01 8.24420532e-03)	(6.25000000e-02 9.62500000e-01 5.00000000e-02)
40.73           	p               	-7.94022558e-01	(1.25000000e-02 9.87500000e-01 2.50000000e-01)	1.38459619e+00	(9.87500000e-01 9.87500000e-01 7.50000000e-01)
40.73           	U               	(-1.18957465e-01 -4.84413811e-01 -9.34038371e-04)	(8.87500000e-01 7.37500000e-01 5.00000000e-02)	(7.50165164e-02 1.83863711e-01 8.24420532e-03)	(6.25000000e-02 9.62500000e-01 5.00000000e-02)
40.74           	p               	-7.94022558e-01	(1.25000000e-02 9.87500000e-01 2.50000000e-01)	1.38459619e+00	(9.87500000e-01 9.87500000e-01 7.50000000e-01)
40.74           	U               	(-1.18957465e-01 -4.84413811e-01 -9.34038371e-04)	(8.87500000e-01 7.37500000e-01 5.00000000e-02)	(7.50165162e-02 1.83863711e-01 8.24420532e-03)	(6.25000000e-02 9.62500000e-01 5.00000000e-02)
40.75           	p               	-7.94022558e-01	(1.25000000e-02 9.87500000e-01 2.50000000e-01)	1.38459619e+00	(9.87500000e-01 9.87500000e-01 7.50000000e-01)
40.75           	U               	(-1.18957466e-01 -4.84413811e-01 -9.34038371e-04)	(8.87500000e-01 7.37500000e-01 5.00000000e-02)	(7.50165160e-02 1.83863711e-01 8.24420532e-03)	(6.25000000e-02 9.62500000e-01 5.00000000e-02)
